swiss economy excellent oecd says,economy combining low unemployment financial stability large external payments surplus excellent condition faces satisfactory future organisation economic cooperation development oecd said reflected success stable relatively tight fiscal monetary policies followed government said oecd annual report switzerland picked signs slowdown activity slight inflation year said gave cause concern study forecast decline gross domestic product growth pct year estimated two pct small rise consumer price inflation pct last sharp fall pct pct said job creation continue absorb modest increase workforce leaving unemployment rate unchanged around one pct lowest nation oecd area assuming average exchange rate swiss francs dollar year second half report forecast pct rise exports pct rise imports year rises pct pct respectively faster growth imports compared exports year last reflecting buoyant private consumption meant contribution foreign payments balance gdp would shrink years given large external surplus concern domestic demand grows faster gdp small way would contribute improving international balances oecd said real private consumption appeared unusually buoyant last year pct growth rate several years relative weakness noted private consumption expected slow somewhat pct growth rate still outstrip overall gdp added outlook investment plant machinery remained bright capacity use near record levels last year scope rationalisation modernisation industry service sectors said consequence growth machinery equipment investment likely decelerate slightly year vigorous growth report raised questionmark prospects tourism banking industry two major service sector earners foreign exchange appreciation swiss franc accelerating deregulation foreign banking markets could lead loss international market share said particularly banks recent developments international financial markets give rise question whether swiss financial system shown substantial flexibility past adapting speed required preserve competitive position said
wheat bonus soviet called dormant,u agriculture department actively considering offering subsidized wheat soviet union export enhancement program eep senior usda officials said however grain trade analysts said proposal ruled offer might made though near future grain companies trying get fired aide agriculture secretary richard lyng said much talk informally formally analysts interviewed confident usda officials bonus wheat would offered soviets even though u officials make offer held grain talks soviet counterparts earlier week administration private sources agreed reagan administration decide offer subsidized wheat moscow could take several months see proposal like sailing interagency process aide lyng said export enhancement offer consummated overnight said one former usda official noted administration took three months decide favor selling china wheat subsidy program official representing large grain trade company said deliberations within usda might nudged along members congress number urged usda week make wheat subsidy offer soviets aide said visit capitol hill yesterday house members press secretary subsidy question single time interagency trade policy review group comprised officials asked clear request offer moscow wheat eep officials u trade office said talks week two sides discussed previous eep offer talk new initiative one usda official took part consultations week described exchange calm basic factual economics another usda official said even informal suggestion hint soviets would live pledge buy four mln tonnes wheat year granted favorable terms usda private sources agreed consideration eep initiative interagency review groups likely would delayed disarray within white house stemming iran arms affair
treasury part argentine bridge loan,u treasury said willing participate several industrial countries providing bridge loan argentina treasury announcecement name countries amount financing united states willing supply argentina announced wage price freeze wednesday night negotiating new york bankers billion dlrs new loans financing willingness participate multilateral financing indicates support economic program achieve sustainable growth viable balance payments position treassury statement said announcing wage price freeze argentine officials said country needed serene climate carry structural changes economy argentina suspend interest payments foreign debts neighboring brazil last week treasury said u share bridge financing argentina would come exchange stabilization fund statement noted international monetary fund expressed confidence economic policies prospects approving new financing arrangement february argentina expected qualify imf financing would enable argentina repay multilateral bridge loan support implementation economic program statement said latest argentine action marked second time less two years government used wage price freeze restrain inflation debt talks new york headed argentine finance minister mario brodersohn expected last several days along new financing argentina reportedly wants lower interest rates existing total billion dlrs foreign debt elimination foreign control money loaned argentina
companies set bid canada helicopter contract,e h industries canada inc said plans bid helicopter replace fleet sea king aircraft said joining bell textron canada canadian marconi co cmw imp group paramax electronics inc supported augusta p sikorsky aircraft westland group bid aimed detecting engaging submarines designed use british italian navies due enter service e h said
alatenn resources inc qtr net,shr cts vs cts net vs revs mln vs mln mths shr dlrs vs dlrs net vs revs mln vs mln
american travellers expands operations,american travellers corp said american travellers life insurance co unit expanded operations company said unit begun marketing maryland idaho district columbia
versatile sell unit vicon,versatile corp said agreed principle sell versatile noble cultivators co division vicon inc ontario undisclosed terms division manufactures tillage spraying equipment
videotron buys exhibit company,groupe videotron ltd said agreed buy pct groupe promexpo inc company specializes product exhibits three mln dlrs
data year net,shr cts vs cts net vs revs mln vs mln results include extraordinary gains dlrs cts share dlrs cts share
rohr industries settles strike,rohr industries inc said agreed labor contract international association machinists aerospace workders ending strike began ten days ago pact union members chula vista riverside plants receive lump sum payments ten pct six pct six pct annually first payment going april rohr also increase pension benefit dlrs per month eligible year service
texaco canada cuts crude prices 64 canadian cts/bbl, par grade to 22.26 canadian dlrs ,
banks express grave concern brazil debt move,advisory committee expressed grave concern chief debt negotiator antonio padua de seixas suspension interest payments according telex committee chairman citibank creditor banks worldwide bankers said diplomatic phrase belied deep anger frustration committee unilateral move last friday subsequent freeze billion dlrs trade interbank lines seixas director brazilian central foreign debt department met full panel tuesday wednesday seixas met morning senior citibank executive william rhodes representatives committee morgan guaranty trust co lloyds bank plc told banks government preparing telex explain clarify freeze credits telex could sent creditors early today bankers said despite rising tempers bankers said plans brazilian finance minister dilson funaro meet commercial bankers trip washington friday saturday funaro explaining actions u treasury secretary james baker federal reserve board chairman paul volcker international monetary fund managing director michel camdessus travelling europe weekend meanwhile bankers hear new york afternoon impact hard line would argentina initial presentation argentine treasury secretary mario brodersohn request billion dlrs new loans rescheduling agreement argentina threatened follow brazil declaring payments moratorium banks grant request
texaco canada lowers crude postings,texaco canada said lowered contract price pay crude oil canadian cts barrel effective today decrease brings posted price benchmark grade edmonton swann hills light sweet canadian dlrs bbl texaco canada last changed crude oil postings feb
jury finds dow birth defect case,dow chemical dow merrell dow pharmaceuticals inc unit said jury found bendectin cause birth defects old boy whose mother took drug pregnancy drug used treat morning sickness discontinued amid allegations drug caused birth defects merrell said date trials involving drug u two west germany said verdicts judgements favor company obtained eight trials one included plaintiffs two trials merrell said verdicts favor plaintiffs one said trial judge overruled verdict issued judgement favor company three judge panel court appeals overturned trial ruling merrell awaiting rehearing case full court appeals remaining two trials one ended mistrial jury unable reach verdict one point lawsuits filed alleging drug caused birth defects said company spokesman said lawsuits pending bendectin first introduced early merrell spokesman said valid application make market drug food drug administration company decide wants reintroduce
usda said unlikely broaden corn bonus offer,u agriculture department probably offer two dlr per bushel bonus payment corn farmers erodible cropland enrolled conservation reserve program last year aide usda secretary richard lyng said sen charles grassley said yesterday lyng indicated would consider giving farmers two dlr bonus offered corn farmers signing program month aide lyng said doubtful department would offer retroactive bonus farmers enrolled land conservation reserve last year going stop tide said referring demands would follow commodity groups
marathon petroleum reduces crude postings,marathon petroleum co said reduced contract price pay grades crude oil one dlr barrel effective today decrease brings posted price west texas intermediate west texas sour dlrs bbl south louisiana sweet grade crude reduced dlrs bbl company last changed crude postings jan
agency votes end local nuclear plant veto,nuclear regulatory commission nrc proposed ease evacuation standards nuclear plants could lead way licensing controversial plants new york new hampshire nrc voted offer rule days public comment reconsidered set emergency evacuation standards local authorites plants shoreham long island n seabrook n h refused take part evacuation planning required existing nrc rules claimed region populated safe evacuation plan holding authority issue full power licenses two dollar plants group prominent politicians led new york governor mario cuomo charged public meeting proposed plan tuesday nrc members interested protecting protecting public safety nrc spokesman said meeting agency yet scheduled meeting vote proposed plan statement today announcing vote commission said proposed rule change would enable nrc act cases local authorities refused take part emergency evacuation planning
weston year net,shr dlrs vs dlrs net mln vs mln revs billion vs billion
relief growers said likely,u farmers past grown oats use failed certify government done probably allowed continue planting crop eligible corn program benefits aide agriculture secretary richard lyng said currently farmer eligible corn program benefits must restrict plantings program crops acreage base crop several members congress iowa complained farmers inadvertantly failed certify grown oats use past asked halt oats production lose corn program benefits usda likely allow historic oats farmers plant oats extend exemption farmers aide said
money supply rises pct december,new broadly defined seasonally adjusted money supply grew estimated pct december rising revised pct november pct december last year reserve bank said statement said unadjusted increased estimated billion n z dlrs revised billion november billion december rose pct revised pct november pct december narrowly defined growth pct revised pct november pct year earlier grew estimated billion dlrs revised billion november billion december private sector credit grew pct december revised pct november pct december private sector credit grew billion dlrs revised billion november billion december
circuit systems buys board maker,circuit systems inc said bought stock ionic industries inc exchange shares common following exchange shares circuit systems stock outstanding ionic holders pct outstanding stock circuit systems said ionic maker circuit boards revenues mln dlrs pretax profits dlrs revenues mln pretax profits dlrs circuit systems said
falling soybean crush ratios cut output,sharp decline soybean crush ratios seen last weeks accelerating recent days pushed margins cost production soybean processing plants prompted many cut output soybean meal oil weekly u soybean crush rate reported national soybean processors association afternoon mln bushels mln bushel plus rate seen past two months crush margins surged best levels seen year active soymeal export loadings gulf pushed soybean futures premiums higher prompting weekly crush number however much export demand seems met foreign meal users waiting expected surge shipments new crop south american soymeal next months u processors finding domestic livestock feed demand light time year due milder normal winter steadily dropped offering prices attempt find buying interest soyproduct dealers said soybean meal futures also steadily declined recent weeks setting new contract low dlrs per ton nearby march contract today many speculators bought march soymeal sold may looking deliveries first notice day tomorrow would cause march gain deferreds one cbt crush trader said bailing week march acting like lot delivered tomorrow later month added result weakness soymeal march crush ratio value soyproducts less cost soybeans fell mid earlier month cents per bushel today dropping five cents last two days may crush ended today cents processors want lock ratio unprofitable level trader said hopefully start cut back production get supplies line demand added futures processors finding must bid premiums cash soybeans reducing crush margins central illinois processor making cents every bushel soybeans crushed current prices sharply levels seen weeks ago average cost production cash dealers said soybean processing plants still operation little talk taking temporary far processors start halting production next weeks continue face unprofitable margins added
mail boxes etc qtr jan net,shr cts vs cts net vs revs vs avg shrs vs nine mths shr cts vs cts net vs revs vs
munsingwear inc qtr jan loss,shr loss cts vs loss seven cts net loss vs loss revs mln vs mln year shr profit cts vs profit cts net profit vs profit revs mln vs mln avg shrs vs per shr adjusted stock split july split may
fed data suggest stable monetary policy,latest federal reserve data suggest central bank voted maintain existing degree pressure banking reserves regular meeting two weeks ago money market economists said numbers little disappointing think take mr volcker word said nothing changed said bob bannon security pacific national bank fed chairman paul volcker told congressional committee last thursday policy unchanged today although statement last thursday allayed fears fed marginally tightened grip reserves help ailing dollar many economists still wanted confirmation steady policy data covered bank statement period ended yesterday need additional reassurance made acute decision yesterday drain reserves banking system arranging overnight matched agreements first time since april last year economists added data showed draining action fairly large billion dlrs economists said one thing caught eye relatively sizeable matched sales wednesday said dana johnson first national bank chicago clearly justified need nothing ominous fed waited start new statement period today would missed reserve projections added security bannon fed spokesman told reporters large net miss reserve projections latest week economists similarly shrugged slightly expected adjusted bank borrowings discount window averaged mln dlrs day latest week compared many forecasts mln bank statement period whole daily borrowing average doubled mln dlrs prior period wire problems two large banks tuesday wednesday bothered borrowings said scott winningham j winningham co wednesday average rose mln dlrs mln week earlier lending support stable policy view relatively steady federal funds rate six pct latest week persistently high levels excess reserves banking system economists said time fed following neutral path fed funds six pct said darwin beck first boston corp expect continue vein excess reserves fell still billion dlrs added first johnson excess reserves averaged billion dlrs day latest statement period billion previous one fed declined assign target growth range wayward money supply measure last week little attention paid billion dlr jump week ended february looking ahead economists said fed tread fine line progress international currency markets development domestic economy market perhaps exaggerated effect fed policy said first johnson course take dollar account future policy decisions economy weak pull back easing
federal industries launches eurobond issue,federal industries ltd said launched mln canadian dlr eurobond issue five years bearing coupon pct issue price lead manager union bank switzerland proceeds used reduce debt
nyse study regulation security industry,new york stock exchange said begin review regulation securities industry determine changes may needed maintain integrity market protect investors coming years exchange said study needed rapid changes taking place securities industry among factors cited increase trading volume proliferation new trading instruments rise computerized trading techniques exchange mention however insider trading scandal caught several top wall street executives nyse said study chaired richard r shinn executive vice chairman exchange former chairman chief executive officer metropolitan life insurance co members study committee include charles f barbar former chairman arsarco inc ar roger birk chairman emeritus merrill lynch co mer irwin guttag chairman nyse special surveillance committee report completed end year exchange said
korean air orders mcdonnell douglas,mcdonnell douglas corp said korean air signed formal orders four jets options buy four company said options exercised purchase total one billion dlrs mcdonnell douglas said december korean air among initial customers placed orders options aircraft valued nine billion dlrs delivery first scheduled summer korean airlines currently operates four mcdonnell douglas jets ordered six valued mln dlrs four service two delivered year
delta rocket blasts cape canaveral,unmanned delta rocket carrying mln dlr satellite blasted today first successful launch year delta reliable workhorse u rocket fleet lifted est cape canaveral air force station crucial test space ability recover challenger disaster string failures launch came two delays two days first postponement caused fuel leak second crosswinds nasa officials say could torn rocket apart fiery ascent
japan try open market car parts,japan pledged try increase purchase u car parts also exchange data monitor purchases commerce department said u negotiators opened talks last august japanese officials try force open japanese market parts effort redress estimated five billion dlr deficit car parts trade japan agreed try increase purchases u parts japanese car makers begin long term contracts parts purchases commerce department official said added agreement also said japan agreed try devise way collect purchasing information order monitor progress stepping japanese orders commerce department said statement last year statistics support perception united states american auto parts suppliers welcome inner circles auto companies traditional suppliers estimated car firms sold almost five billion dlrs worth parts united states u firms sold one per cent billion dlr market
france faces pressue change policies,right wing government facing growing pressure modify economic policies revising growth targets revising inflation forecasts year moving reluctantly line private sector forecasts government yesterday raised inflation estimate half percentage point per cent cut economic growth estimate two per cent per cent target written annual budget last september finance minister edouard balladur said revised figures would push government chosen mix price deregulation rigour pay restraint trade union leaders served immediate notice would push protect purchasing power members raising spectre vicious spiral wage price rises bank economists contacted said believed prime minister jacques chirac could forced slow growth rising unemployment reflate economy later year perhaps autumn boost prospects presidential elections due april outlook worrying weeks ago said societe generale economist alain marais impression may difficult get even two per cent growth year big question whether policy wage moderation maintained added government set public sector wage rises aboout per cent year three per cent ceiling rises justified increased productivity head socialist cfdt union federation edmond maire meeting chirac today renewed union demands already rejected government indexation clauses built future pay contracts safeguard workers higher prices calling policies unbalanced unjust also demanded investment incentives boost employment announced meeting chirac told government would spend two billion francs series measures boost employment training andre bergeron widely respected leader moderate force ouvriere labour group put similar demands chirac earlier week cgt largest unions declared defence members earnings top priority unemployment nearing per cent last month still rising government supporters economic analysts said confident chirac could resist union pay demands salary indexation ended previous socialist government dont think administration going reverse commented michel develle economist banque paribas damaging transport electricity strikes christmas new year partly blamed government higher inflation undermined unions power popularity said develle said paribas expected inflation rise even governments revised forecast perhaps per cent year last years per cent would still exceptional achievement considering first time since second world war french prices freed commented finance ministry officials said governments abolition price rent controls last year responsible nearly quarter per cent surge january living costs claimed phenomenon impact rest year marais develle said agreed long government kept wages control prices could rise per cent first three months two per cent first half year fractionally forecast week national statistics institute insee marais said second half year better added ironically one side effect higher inflation could help government achieve aim cutting state budget deficit several analysts said long public sector wages held higher value added tax receipts resulting rising prices offset loss revenues otherwise would result slower expected growth said
gti corp qtr oper net,oper shr profit six cts vs loss two cts oper net profit vs loss revs vs year oper shr profit cts vs loss two cts oper net profit vs loss revs mln vs mln data include discontinued operations qtr gain dlrs cts per shr qtr loss dlrs seven cts per shr year loss dlrs dlrs per shr year loss dlrs cts per shr
houston oil reserves study completed,houston oil trust said independent petroleum engineers completed annual study estimates future net revenues total proved reserves mln dlrs discounted present value reserves mln dlrs based estimate trust said may money available cash distributions unitholders remainder year said estimates reflect decrease pct net reserve revenues pct discounted present value compared study made
famous restaurants inc qtr loss,shr loss dlrs vs loss eight cts net loss vs loss revs mln vs mln year shr loss dlrs vs profit four cts net loss vs profit revs mln vs mln includes charges dlrs qtr dlrs year reserve underperforming restaurants
japan consumer prices fall pct january,unadjusted consumer price index base fell pct january previous month management coodination agency said fall compares decline pct december january index compared year earlier pct first drop larger pct since fell pct september food costs rose january december prices fell clothing footwear utilities causing overall decline month housing medical educations costs increased january compared year earlier cost utilities gasoline vegetables fell unadjusted consumer price index tokyo area base pct month earlier reflecting lower prices food clothing footwear compared year earlier index pct due lower vegetable fuel oil utility costs
avery sets two one stock split,avery said board authorizerd two one stock split increased quarterly dividend plans offer four mln shares common stock company said stock split effective march distribution one additional share shareholder record march said quarterly cash dividend cts per share split shares pct increase cts per share split avery said register securities exchange commission shrortly offer four mln additional common shares use proceeds repay debt finance recent acquisitions corporate purposes
microsoft corp halts imports,microsoft corp said obtained federal court order seize shipment unauthorized copies operating system labeled falcon federal marshals made seizure san francisco feb microsoft said u district court northern district california also granted temporary restraning order wetex international quadrant corp persons prohibiting copyright infringement reproducing microsoft software
,
japan march bond coupon seen unchanged five pct,finance ministry proposed informally bond underwriting syndicate coupon january government bond remain unchanged february five pct underwriting sources said said ministry wants yen raise issue price february yield record low pct pct february bond issue yield record low proposed issue volume billion yen billion february underwriting syndicate likely accept proposed terms immediately sources said
launches weather satellite,unmanned delta rocket carrying mln dlr weather observation satellite blasted today first u space launch year rocket lifted local time gmt placed orbit pound geostationary operational environmental satellite goes replace identical one destroyed last may delta rocket exploded liftoff weather forecasters single satellite cover entire u since another goes failed orbit august weather eyes open said thomas pyke spokesman national oceanic atmospheric administration owns operates satellite smooth launching came two delays many days first caused fuel leak second powerful crosswinds delta first six rockets scheduled launch national aeronautics space administration year launch marked third straight success space program battered series failures including loss challenger shuttle
italian coalition meets government crisis looms,leaders five coalition parties agreed meet today try settle differences mainly prime minister bettino socialist party majority christian democrats sources close deputy prime minister arnaldo forlani said craxi told would announce resignation next week allowing negotiations new government leader conservative christian democrats demanded meeting craxi said pact agreed government crisis last august hand prime job next month unlikely fulfilled political sources said christian democrats likely leave coalition also includes republicans social democrats liberals unless get prime job said plans resign show decided stick pact talks leader government program sharing ministries easy said dissent among partners forlani trying mediate avoid crisis said five likely begin talks tomorrow whether formation new government feasible early elections inevitable elections due
central bank sees slower credit growth,monetary credit growth rates new zealand expected continue current levels following reserve move tighten liquidity late last year reserve bank governor spencer russell said monetary credit growth figures december quarter probably artifically inflated unusually high growth lending activity short term money market russell said statement bank moved tighten liquidity initial signs recent expansion became apparent september october last year russell said broadly defined figures released today showed growth pct year ended december compared pct year ended september annual growth private sector credit calendar pct compared pct september year available evidence suggests corporate customers including financial institutions exploiting differences interest rates overdrafts trading banks rates call market russell said
average yen cd rates fall latest week,average interest rates yen certificates deposit cd fell pct week ended february pct previous week bank japan said new rates previous brackets average cd rates banks pct money market certificate mmc ceiling rates week starting march pct average cd rates city trust banks less days pct days pct average cd rates city trust banks days pct days pct days unquoted unquoted days pct unquoted days pct unquoted average yen acceptance rates city trust banks less days unquoted days unquoted unquoted days unquoted unquoted
alliance opposition wins,centrist democratic alliance surprise victory parliamentary london borough greenwich seat held main opposition labour party past years rosie barnes social democratic member alliance votes pct majority seats nearest rival labour candidate deirdre wood conservatives came third votes result expected play key role determining prime minister margaret thatcher leader ruling conservatives might call general election
economic spotlight japan eyeing foreign stocks,japanese life insurers trust banks corporations largely responsible vitalising u bond market recent years eyeing stockmarkets u britain france hong kong fund managers said concentrating u treasury bonds years japanese institutions see risk relying much similar types investments said net buying overseas stockmarkets year may double triple billion dlrs seven billion shigeki matsumoto nikko securities co ltd said matsumoto manages investment research strategy said evidence japanese investors began poking around foreign stockmarkets around july last year made firm commitments december net purchases suddenly grew billion dlrs around mln previous five months net buying totalled mln dlrs added sudden penchent overseas stocks likely draw widest smiles wall street pct funds invested u markets matsumoto said trend head toward u market first size next successful last couple years said eugene atkinson managing director goldman sachs international corp wall massive turnover offers good liquidity enabling institutions easily move large volumes money shares minimum risk added however see holdings u treasuries dwindling remain japanese mainstay fund managers said institutions particularly life insurance companies concentrate income rather capital gains cover payouts policy holders unlikely sell u treasuries put less money said shinichi kobuse manager yamaichi securities co international fixed income activities selling u bonds investors selling unlikely amount significant chunk japanese bond holdings liquidity u bond market remains attractive added kobuse said investment managers bullish u equity markets despite predictions economists u economy remain sluggish next couple months interest wall street spurred recent reports significant growth earnings major u corporations added yutaka hashimoto general manager nippon life insurance co told economic conference insurance companies responsible pct japanese funds foreign securities hold lopsided proportion u treasuries intend diversify instruments currencies insurance companies put dominant portion funds u invest britain west germany france countries hashimoto said lower interest rates worldwide make returns stocks relatively high comparison bonds light strength yen growth stock values expected offset currency risks added one trust bank official said bank aims pct annual return overseas investments recent decline u bond yields caused rethink pension fund investment stategies bank looking u equities european bonds said japanese investments british equities already turned active pace likely increase said andrew sheaf general manager international equity activities county securities japan last week busiest week said investments spurred growth profits british companies recent deregulation government controlled firms fund managers said deregulation france also attracting japanese interest stock investments inhibited worries french franc said investments hong kong mostly speculative due uncertainty political stability added japanese investors cautious west germany particularly german firms like japanese counterparts concerned recent dollar fall australia also poses risks due currency values added
taiwan offshore banking assets rise january,combined assets offshore banking units obu rose billion u dlrs january billion december billion january central bank said bank official told increase came mainly increased local obu borrowings asian counterparts said assets held foreign local banks mainly u dollars remainder certificates deposit bonds pct assets came asia rest north america europe added
japan expected cut base rate state bodies,japan expected cut base lending rate state financial institutions pct part recent pact major industrial nations paris finance ministry sources said said cut based revision trust fund bureau law approved parliament march abolishing pct minimum interest rate deposits bureau bureau channels funds government financial institutions public works official uses said base lending rate state bodies japan development bank finance corp finance corporations local public enterprises usually moves tandem prime rates sources said however impossible follow last cut pct pct january trust fund bureau rate legally set pct ministry abolish minimum rate introduce one resolve problem stimulate domestic economy said tuesday ministry allowed bankers cut prime record low pct effective february move suggested reached agreement depositors using bureau postal savings system posts telecommunications ministry japan welfare annuity ministry health welfare sources said ministries trying determine market rates considered setting deposit rate ministry sources said coupon rates new government bonds minus percentage points likeliest choice added
japan house budget talks reopen next week,ruling opposition parties agreed reopen talks budget fiscal year ending march lower house budget committee meets next tuesday parliamentary official said said officials ruling liberal democratic party opposition parties agreed meeting board directors strong opposition objection government tax reform proposals including controversial sales tax delayed deliberation lower house budget committee
keating changes economic forecasts,domestic demand expected make contribution australian economic growth fiscal ending june net exports account overall increase treasurer paul keating said however say speech economic planning advisory council epac forecast pct rise gross domestic product gdp revised keating said domestic demand could fall slightly financial year net export growth provide total source gdp growth august budget forecast domestic demand would contribute percentage points gdp growth pct net exports would account points keating said overall impact changed economic parameters welcome appears contributed slightly rapid correction current account deficit first anticipated government initially forecast current account deficit billion present expectation result somewhat lower around billion said partial indicators released since last meeting epac december indicate budget strategy broadly track keating said indicate domestic demand little sluggish expected budget time said hand net exports seem expanding expected budget time underpinning growth domestic production employment keating said seems likely inflation rate exceed budget forecast eight pct nevertheless likely marked slowing inflation coming quarters depreciation budgetary effects wane said keating said government expects economic growth pick moderately due significant rise net exports moderate positive contribution private domestic demand said domestic demand growth due strengthening real household disposable income moderate rise economic growth next financial year sufficient sustain employment growth level broadly equivalent current fiscal year current account deficit continue show improvement keating said impact exchange rate depreciations recent years recede given continued effective wage restraint inflation moderate markedly said
thai rice exports rise week ended february,thailand exported tonnes rice week ended february previous week commerce ministry said said government private exporters shipped tonnes respectively private exporters concluded advance weekly sales tonnes previous week thailand exported tonnes rice beginning january february tonnes period last year commitments export another tonnes year
tokyo grain exchange raise margin requirements,tokyo grain exchange said raise margin requirement spot nearby month u chinese soybeans red beans effective march spot april u soybean contracts increase yen per tonne lot months stay unchanged except new distant february requirement set march chinese spot march set yen per tonne lot exchange said raised spot march requirement yen contracts outstanding march chinese nearby april rises yen months remain unchanged yen except new distant august set march new margin red bean spot march rises yen per tonne lot outstanding contracts march nearby april requirement red beans rise yen effective march margin money red bean months remain unchanged yen except new distant august requirement also set march
manila said offer debt bonds banks,philippines offer commercial bank creditors innovative pricing plan make debt payments certificates indebtedness alternative cash authoritative business day newspaper said finance secretary jaime ongpin told reporters yesterday alternative proposal designed avoid impasse debt rescheduling talks reopen new york tuesday give details said useful alternative end permit banks say achieved pricing target likewise permit philippines say exactly thing quoting negotiation documents presented country advisory committee business day said debt certificates carry maturities five six years said certificates classified bonds promissory notes interest priced considerable discount redemption price said debt bonds entitle holder banks guaranteed return interest principal since payment kind made bond matures said bank sell bonds secondary bond market either dlrs pesos depending requirement documents said peso proceeds invested selected industries philippines debt equity program ongpin said manila sticking demand spread percentage points london interbank offered rates libor restructuring billion dlrs debt repayments proposal give banks choice alternative ongpin said representatives gone washington international monetary fund world bank fed federal reserve board u treasury brief advance alternative generally positively received believe going problem accounting side ongpin said run alternative proposal accounting firms neither government regulators indicated problem
poll majority disapprove reagan presidency,majority americans disapprove way ronald reagan handled presidency believe resign new poll said poll conducted newsweek magazine said pct respondents gave reagan negative performance rating nearly double disapproval rating iran contra scandal magazine said however reagan remained personally popular better ratio majority polled said liked reagan personal level newsweek said per cent questioned believed administration accomplishments outweighed failures
producer split heats coffee quota talks,talks possibility reintroducing global coffee export quotas extended today sparks flying yesterday dissident group exporters included key negotiating forum special meeting international coffee organization ico council called find way stop prolonged slide coffee prices however delegates said solution question implement quotas yet sight world coffee export quotas major device used regulate coffee prices international coffee agreement suspended year ago prices soared reaction drought cut brazil output nearly two thirds brazil world largest coffee producer exporter producers consumers facing question quotas calculated future quota distribution scheme delegates said tempers flared late saturday minority group eight producing countries represented contact group five producer five consumer delegates plus alternates set facilitate debate big producers want ball court fair minority producer spokesman luis escalante costa rica said majority producer group proposed resuming quotas april using previous ad hoc method carving quota shares promise try negotiate basic quotas september delegates said plan would perpetuate status quo allowing brazil retain almost current pct share export market colombia pct ivory coast seven pct indonesia six pct rest divided among smaller exporters consuming countries dissident producer group tabled separate proposals requiring quotas determined availability using formula incorporating exportable production stocks statistics proposals would give brazil smaller quota share colombia indonesia larger share bring new quota distribution scheme effect rather later brazil far unwilling accept proposal would reduce quota share delegates said delegates would speculate prospects agreement quota package anything possible phase even adjournment meeting march april one said ico agree quotas price coffee supermarket shelf likely change sinnificantly result industry sources said retail coffee prices past year remained steady even though coffee market prices tumbled upswing probably passed onto consumer either said
italian treasury cuts interest certificates,italian treasury said annual coupon rates payable march two issues treasury certificates ccts would cut four percentage points compared rates march coupon rates certificates maturing march fall pct pct rates issues maturing march would fall pct pct treasury also cut point coupons payable september six issues maturing september september issues carry terms five seven years coupon rates pct september compared pct march
british conservatives ahead labour new polls,britain ruling conservatives enlarged lead opposition labour party according results two opinion polls released saturday market opinion research international mori poll conducted sunday times showed conservatives six point lead poll telephone surveys limited sunday express found four points ahead sunday express poll first conducted since social democratic party scored upset victory thursday parliamentary former labour stronghold greenwich near london mori poll conducted six days leading showed conservatives pct vote labour pct alliance social democrats liberals pct sunday express said poll conducted friday found conservatives ahead pct vote labour pct alliance pct harris poll published observer newspaper last sunday gave conservatives lead labour survey conservatives support pct voters labour pct alliance pct
indonesian agriculture growth expected slow,indonesia agriculture sector grow pct calendar estimated pct production commodities stagnates declines u embassy said report production indonesia staple food rice forecast fall around mln tonnes embassy estimate mln tonnes according annual report indonesia agricultural performance government officially estimates rice production mln tonnes forecast mln tonnes output report says wheat imports likely fall mln tonnes calendar mln tonnes drawdown stocks growth prospects agriculture look promising rice production forecast decline production sugarcane rubber copra show little gain report says modest overall increase expected due significant gains production corn soybeans palm oil palm kernels constraints significant overall increases agricultural output include shortage disease resistant seeds limited fertile land insect pests reluctance farmers shift rice production crops report underlines fall rice production caused outbreak pests known wereng brown plant hoppers largely offset gains yields outbreak forced government ban use insecticides rice believed wereng resistant varieties use resistant rice types government depending increased production export commodities coffee tea rubber plywood palm oil offset revenue losses brought falling crude oil prices palm oil production expected increase pct mln tonnes mln exports rising estimated tonnes tonnes report says production soybeans rise mln tonnes imports also rise supply new soybean crushing plant report says imports wheat soybeans soybean meal cotton likely decline result last september pct devaluation rupiah rise domestic demand report said indonesia overall economic performance calendar zero even slight negative growth rate lowest rate growth since compares pct growth pct dramatic fall oil prices last year responsible slump
